Image_Path,Food_Name,Image_Description
images/bun_cha/image_17.jpg,Bún chả,"Nước chấm cam đỏ với tỏi trắng, ớt đỏ, cà rốt cam. Trên đĩa trắng: ớt đỏ nhọn, tỏi trắng hình giọt nước, sợi cà rốt cam, rau xanh, chanh vàng xanh."
images/bun_cha/image_18.jpg,Bún chả,"Chả nướng vàng sẫm, bún trắng sợi, nước mắm chua ngọt hổ phách có đu đủ trắng, rau xanh tươi xếp cạnh."
images/bun_cha/image_19.jpg,Bún chả,"Thịt nướng nâu vàng trên đĩa trắng, rau xanh tươi bên phải, nước chấm vàng cam ớt đỏ trong bát, bún trắng tinh ở phía sau."
images/bun_cha/image_2.jpg,Bún chả,"Chả nướng vàng nâu (miếng, viên) trên đĩa trắng, bún trắng bát nhỏ, nước chấm vàng bát cạnh, rau xanh tươi."
images/bun_cha/image_20.jpg,Bún chả,"Chả vàng nâu trong nước mắm sóng sánh, bên cạnh là rau xanh tươi và chả giò chiên giòn."
images/bun_cha/image_21.jpg,Bún chả,"Bát bún có chả thịt vàng nâu, rắc lạc rang. Bên trên là rau sống, cà rốt bào sợi và bát nước chấm màu đỏ cam trong veo."
images/bun_cha/image_22.jpg,Bún chả,"Chả vàng ruộm, bún trắng ngần, rau xanh tươi, dưa chuột, cà rốt, nước chấm cam đỏ."
images/bun_cha/image_23.jpg,Bún chả,"Hai tô bún trắng xốp, hai chén chả thịt nướng nâu sẫm, miếng, chan nước mắm sóng sánh, có ớt đỏ."
images/bun_cha/image_24.jpg,Bún chả,"Bát bún chả đầy đặn có chả thịt nướng vàng sém, nước chấm sánh nâu. Bên cạnh là rổ bún trắng muốt và rau xanh tươi."
images/bun_cha/image_25.jpg,Bún chả,"Bún trắng, rau xanh mướt, chả thịt nướng nâu giòn, nước chấm đỏ sánh sóng sánh, ăn kèm đồ chua vàng cam."
images/bun_cha/image_26.jpg,Bún chả,"Bún chả với chả thịt lợn nướng than, hành lá xanh mướt, nước dùng nóng hổi, bún trắng, và nem rán vàng giòn."
images/bun_cha/image_27.jpg,Bún chả,"Chả thịt lợn nướng nâu vàng, bóng bẩy, xếp đầy đặn trên đĩa xanh."
images/bun_cha/image_28.jpg,Bún chả,"Bún trắng, chả thịt nướng vàng nâu, rau xanh mướt, nước mắm sóng sánh."
images/bun_cha/image_29.jpg,Bún chả,"Bát chả thịt lợn nâu óng, nước dùng vàng sóng sánh, bên cạnh là rổ rau xanh mướt, giá đỗ trắng, bún trắng tinh."
images/bun_cha/image_3.jpg,Bún chả,"Bát bún chả màu vàng cam, có chả thịt lợn, rau xanh, hành phi trên cùng, bên cạnh là chả giòn và ớt xanh."
images/bun_cha/image_30.jpg,Bún chả,"Chả thịt nướng màu nâu bóng, đậm đà, xếp gọn gàng trên đĩa lòng sâu, kèm cà rốt cam rực rỡ."
images/bun_cha/image_4.jpg,Bún chả,"Bún chả gồm chả nướng vàng nâu, bánh tôm chiên vàng, rau xanh tươi mát, bún trắng muốt, đặt trong mẹt tre."
images/bun_cha/image_5.jpg,Bún chả,"Chả thịt nướng nâu sẫm, bún trắng cuộn, rau xanh tươi, nước chấm vàng cam, bày trí trên bàn gỗ."
images/bun_cha/image_6.jpg,Bún chả,"Bún trắng, chả thịt nướng vàng nâu, rau xanh tươi, bát nước chấm nóng hổi."
images/bun_cha/image_7.jpg,Bún chả,"Chả thịt nướng màu nâu đậm, bún trắng, rau xanh tươi rói."
images/bun_cha/image_8.jpg,Bún chả,"Chả thịt nướng màu nâu sẫm đặt cạnh bát nước chấm đỏ tươi, bên cạnh là rau sống xanh và sợi vàng cam."
images/bun_cha/image_9.jpg,Bún chả,"Bát bún lớn với bún trắng, thịt nướng nâu, rau xanh, cà rốt cam. Bát nhỏ có nước chấm vàng cam. Đũa và thìa đặt cạnh."
images/bun_cha_ca/image_14.jpg,Bún chả cá,"Bún trắng, chả cá vàng nâu trong nước dùng, rau xanh tươi bên cạnh, ớt đỏ rải rác."
images/bun_cha_ca/image_15.jpg,Bún chả cá,"Bún chả cá có màu trắng, đỏ cà chua, xanh hành lá, thịt cá nâu, chả cá trắng, nước dùng trong."
images/bun_cha_ca/image_16.jpg,Bún chả cá,"Bát bún lớn trắng, trên có chả cá vàng chiên, rau xanh, cà rốt, hành phi, cạnh đó là chén nước chấm màu cam."
images/bun_cha_ca/image_17.jpg,Bún chả cá,"Bún chả cá Đà Nẵng với nước dùng vàng nhạt, chả cá tròn nâu, rau xanh tươi và hành tím rắc trên mặt."
images/bun_cha_ca/image_18.jpg,Bún chả cá,"Hai tô bún tròn chứa lát chả cá vàng, hành xanh. Phía dưới có hộp hành tím và hai chén mắm đỏ trên nền xanh."
images/bun_cha_ca/image_19.jpg,Bún chả cá,"Hai tô bún trắng, chả cá vàng, ớt đỏ, hành xanh đặt dưới bát rau sống lớn và hai chén nước chấm cam trên bàn màu xanh."
images/bun_cha_ca/image_2.jpg,Bún chả cá,"Tô bún trắng tròn ở giữa có cá, cà chua đỏ, hành xanh. Cạnh đó là đĩa rau xanh và các chén gia vị nhỏ."
images/bun_cha_ca/image_20.jpg,Bún chả cá,"Bát bún sợi trắng nhỏ, nước dùng cam, phía trên bày chả cá vàng nâu miếng dày, hành ngò và dọc mùng xanh tươi."
images/bun_cha_ca/image_21.jpg,Bún chả cá,"Trong tô trắng, bún trắng sợi mảnh, thịt cá lát nâu nhạt, chả cá vuông vàng, rắc hành lá xanh."
images/bun_cha_ca/image_22.jpg,Bún chả cá,"Bún chả cá với sợi bún trắng ngần, chả cá cam đỏ, cà chua đỏ tươi, rau xanh điểm xuyết trong nước dùng vàng cam."
images/bun_cha_ca/image_23.jpg,Bún chả cá,"Bát bún chả cá Đà Nẵng đầy ắp, nước dùng vàng óng, chả cá tròn, rau xanh tươi."
images/bun_cha_ca/image_24.jpg,Bún chả cá,"Bát bún nước màu vàng nâu có chả cá trắng, cà chua đỏ, rau xanh. Bên cạnh là rau sống xanh mướt, bún trắng và chén tương đỏ sẫm."
images/bun_cha_ca/image_25.jpg,Bún chả cá,"Chả cá vàng, rau xanh tươi, ớt đỏ rực, chanh vàng tươi, nước dùng trong veo."
images/bun_cha_ca/image_26.jpg,Bún chả cá,"Bát bún trắng với chả cá vàng nâu, hành lá xanh mướt, bên cạnh là chén tương ớt đỏ rực."
images/bun_cha_ca/image_27.jpg,Bún chả cá,"Tô bún chả cá màu vàng cam sóng sánh, bún trắng nổi lên, chả cá trắng vàng, trên cùng là rau xanh."
images/bun_cha_ca/image_28.jpg,Bún chả cá,"Bát bún chả cá có nước dùng trong, sợi bún trắng, chả cá vàng nâu, rắc hành lá xanh và cà chua đỏ."
images/bun_cha_ca/image_29.jpg,Bún chả cá,"Bún chả cá nóng hổi, chả dai giòn, nước dùng trong veo, rau xanh tươi."
images/bun_cha_ca/image_3.jpg,Bún chả cá,"Bát bún chả cá trắng ngần, nước dùng trong, điểm xuyết hành lá xanh, cà chua đỏ; bên cạnh là đĩa rau sống tươi mát."
images/bun_cha_ca/image_30.jpg,Bún chả cá,"Tô bún chả cá trắng, bên cạnh là rau sống xanh, chén ớt đỏ và chén nước chấm."
images/bun_cha_ca/image_31.jpg,Bún chả cá,"Bún chả cá với nước dùng vàng cam, chả cá trắng, rau xanh, cà rốt cam nổi bật trên nền trắng."
images/bun_cha_ca/image_32.jpg,Bún chả cá,"Hai tô bún chả cá đầy đặn, nước dùng vàng sóng sánh, chả cá lát, thêm thịt và rau hành xanh điểm xuyết."
images/bun_cha_ca/image_33.jpg,Bún chả cá,"Bún chả cá có sợi bún trắng xen lẫn thịt cá vàng nhạt, nước dùng trong. Rau giá xanh tươi mọc bên cạnh."
images/bun_cha_ca/image_34.jpg,Bún chả cá,"Bát bún nước trong có chả cá vàng, hành lá xanh, ớt đỏ và rau."
images/bun_cha_ca/image_35.jpg,Bún chả cá,"Bát bún chả cá đầy đặn, nước dùng vàng óng, chả cá vàng tươi nổi trên mặt, rau xanh điểm xuyết."
images/bun_cha_ca/image_4.jpg,Bún chả cá,"Bát bún nước vàng đục, chả cá lát nâu, rau sống xanh mướt, nước chấm đỏ cam, ớt xanh."
images/bun_cha_ca/image_5.jpg,Bún chả cá,"Tô bún chả cá với bún trắng, chả cá vàng cắt miếng tam giác, cà chua đỏ, rau thì là xanh."
images/bun_cha_ca/image_6.jpg,Bún chả cá,"Bát bún chả cá có màu trắng của bún, nước dùng trong, chả cá vàng nâu, rắc hành lá xanh và cà chua đỏ trên mặt."
images/bun_cha_ca/image_7.jpg,Bún chả cá,"Ba tô bún chả cá với nước dùng đỏ cam, chả cá vàng, rau xanh tươi, thịt băm nâu sóng sánh, đậu phụ trắng, và các loại topping rải đều."
