Image_Path,Food_Name,Question_Group,Question,Answer
images/banh_canh/image_22.jpg,Bánh canh,Cách nấu,Bánh canh được nấu theo quy trình như thế nào?,"Chuẩn bị nguyên liệu, nấu nước dùng xương, trộn bột gạo với nước để tạo sợi bánh, nấu bánh canh trong nước dùng"
images/banh_canh/image_22.jpg,Bánh canh,Cách ăn,Bánh canh thường được thưởng thức như thế nào?,"Bánh canh thường được ăn nóng, kèm với nước chấm và rau thơm"
images/banh_canh/image_23.jpg,Bánh canh,Nguyên liệu,Bánh canh được làm từ những thành phần chính sau?,"Bột gạo, nước dùng xương, rau thơm, gia vị"
images/banh_canh/image_23.jpg,Bánh canh,Nguồn gốc,Bánh canh phổ biến ở vùng miền nào?,"Miền Trung, đặc biệt là Đà Nẵng và Quảng Nam"
images/banh_canh/image_23.jpg,Bánh canh,Cách nấu,Bánh canh được nấu theo quy trình như thế nào?,"Chuẩn bị nguyên liệu, nấu nước dùng xương, trộn bột gạo với nước, nấu bánh canh trong nước dùng"
images/banh_canh/image_23.jpg,Bánh canh,Cách ăn,Bánh canh thường được thưởng thức như thế nào?,Ăn nóng kèm nước chấm và rau thơm
images/banh_canh/image_24.jpg,Bánh canh,Nguyên liệu,Thành phần chính của bánh canh là gì?,"Bột gạo, nước dùng xương, rau thơm, gia vị"
images/banh_canh/image_24.jpg,Bánh canh,Nguồn gốc,Bánh canh phổ biến ở vùng miền nào?,"Miền Trung, đặc biệt là Đà Nẵng và Quảng Nam"
images/banh_canh/image_24.jpg,Bánh canh,Cách nấu,"Bạn biết không, cách nấu bánh canh như sau: Chuẩn bị nguyên liệu, nấu nước dùng xương, trộn bột gạo với nước để tạo sợi bánh, rồi nấu bánh canh trong nước dùng?",Đúng vậy
images/banh_canh/image_24.jpg,Bánh canh,Cách ăn,Cách thưởng thức bánh canh như thế nào?,"Bánh canh thường được ăn nóng, kèm với nước chấm và rau thơm"
images/banh_canh/image_25.jpg,Bánh canh,Nguyên liệu,Thành phần chính của bánh canh là gì?,"Bột gạo, nước dùng xương, rau thơm, gia vị"
images/banh_canh/image_25.jpg,Bánh canh,Nguồn gốc,Bánh canh phổ biến ở vùng miền nào?,"Miền Trung, đặc biệt là Đà Nẵng và Quảng Nam"
images/banh_canh/image_25.jpg,Bánh canh,Cách nấu,"Bạn biết không, cách làm bánh canh như thế nào?","Chuẩn bị nguyên liệu, nấu nước dùng xương, trộn bột gạo với nước, nấu bánh canh trong nước dùng"
images/banh_canh/image_25.jpg,Bánh canh,Cách ăn,Bánh canh thường được ăn như thế nào?,"Ăn nóng, kèm nước chấm và rau thơm"
images/banh_canh/image_26.jpg,Bánh canh,Nguyên liệu,Bánh canh được làm từ những nguyên liệu gì?,"Bột gạo, Nước dùng xương, Rau thơm, Gia vị"
images/banh_canh/image_26.jpg,Bánh canh,Nguồn gốc,Bánh canh phổ biến ở đâu?,"Miền Trung, đặc biệt là Đà Nẵng và Quảng Nam"
images/banh_canh/image_26.jpg,Bánh canh,Cách nấu,Cách làm bánh canh như thế nào?,"Chuẩn bị nguyên liệu, nấu nước dùng xương, trộn bột gạo với nước, nấu bánh canh trong nước dùng"
images/banh_canh/image_26.jpg,Bánh canh,Cách ăn,Bánh canh thường được ăn như thế nào?,"Bánh canh thường được ăn nóng, kèm với nước chấm và rau thơm"
images/banh_canh/image_27.jpg,Bánh canh,Nguyên liệu,Thành phần của bánh canh bao gồm?,"Bột gạo, nước dùng xương, rau thơm, gia vị"
images/banh_canh/image_27.jpg,Bánh canh,Nguồn gốc,Bánh canh phổ biến ở vùng miền nào?,"Miền Trung, đặc biệt là Đà Nẵng và Quảng Nam"
images/banh_canh/image_27.jpg,Bánh canh,Cách nấu,"Bạn biết không, cách nấu bánh canh như thế nào?","Chuẩn bị nguyên liệu, nấu nước dùng xương, trộn bột gạo với nước, nấu bánh canh trong nước dùng"
images/banh_canh/image_27.jpg,Bánh canh,Cách ăn,Cách thưởng thức bánh canh như thế nào?,"Bánh canh thường được ăn nóng, kèm với nước chấm và rau thơm"
images/banh_canh/image_28.jpg,Bánh canh,Nguyên liệu,Bánh canh được làm từ thành phần nào?,"Bột gạo, nước dùng xương, rau thơm, gia vị"
images/banh_canh/image_28.jpg,Bánh canh,Nguồn gốc,Bánh canh phổ biến ở đâu?,"Miền Trung, đặc biệt là Đà Nẵng và Quảng Nam"
images/banh_canh/image_28.jpg,Bánh canh,Cách nấu,Cách làm bánh canh như thế nào?,"Chuẩn bị nguyên liệu, nấu nước dùng xương, trộn bột gạo với nước, nấu bánh canh trong nước dùng"
images/banh_canh/image_28.jpg,Bánh canh,Cách ăn,Bánh canh thường được thưởng thức như thế nào?,"Bánh canh thường được ăn nóng, kèm với nước chấm và rau thơm"
images/banh_canh/image_29.jpg,Bánh canh,Nguyên liệu,Bánh canh được làm từ nguyên liệu gì?,"Bột gạo, nước dùng xương, rau thơm, gia vị."
images/banh_canh/image_29.jpg,Bánh canh,Nguồn gốc,Bánh canh phổ biến ở vùng miền nào?,"Miền Trung, đặc biệt là Đà Nẵng và Quảng Nam."
images/banh_canh/image_29.jpg,Bánh canh,Cách nấu,Cách làm bánh canh như thế nào?,"Chuẩn bị nguyên liệu, nấu nước dùng xương, trộn bột gạo với nước, nấu bánh canh trong nước dùng."
images/banh_canh/image_29.jpg,Bánh canh,Cách ăn,"Bạn biết không, bánh canh nên được thưởng thức như thế nào?","Bánh canh thường được ăn nóng, kèm với nước chấm và rau thơm."
images/banh_canh/image_3.jpg,Bánh canh,Nguyên liệu,Bánh canh được làm từ những nguyên liệu chính nào?,"Bột gạo, Nước dùng xương, Rau thơm, Gia vị"
images/banh_canh/image_3.jpg,Bánh canh,Nguồn gốc,Bánh canh có nguồn gốc từ vùng miền nào?,"Bánh canh phổ biến nhất ở miền Trung, đặc biệt là ở Đà Nẵng và Quảng Nam"
images/banh_canh/image_3.jpg,Bánh canh,Cách nấu,Cách làm bánh canh như thế nào?,"Chuẩn bị nguyên liệu, nấu nước dùng xương, trộn bột gạo với nước để tạo sợi bánh, nấu bánh canh trong nước dùng"
images/banh_canh/image_3.jpg,Bánh canh,Cách ăn,"Bạn biết không, bánh canh thường được ăn như thế nào?","Bánh canh thường được ăn nóng, kèm với nước chấm và rau thơm"
images/banh_canh/image_30.jpg,Bánh canh,Nguyên liệu,Thành phần chính của bánh canh là gì?,"Bột gạo, nước dùng xương, rau thơm, gia vị"
images/banh_canh/image_30.jpg,Bánh canh,Nguồn gốc,Bánh canh phổ biến ở đâu?,"Miền Trung, đặc biệt là Đà Nẵng và Quảng Nam"
images/banh_canh/image_30.jpg,Bánh canh,Cách nấu,"Bạn biết không, cách nấu bánh canh như thế nào?","Chuẩn bị nguyên liệu, nấu nước dùng xương, trộn bột gạo với nước, nấu bánh canh trong nước dùng"
images/banh_canh/image_30.jpg,Bánh canh,Cách ăn,Bạn thường ăn bánh canh như thế nào?,Ăn nóng kèm nước chấm và rau thơm
images/banh_canh/image_31.jpg,Bánh canh,Nguyên liệu,Thành phần chính của bánh canh là gì?,"Bột gạo, nước dùng xương, rau thơm, gia vị"
images/banh_canh/image_31.jpg,Bánh canh,Nguồn gốc,Bánh canh phổ biến ở vùng miền nào?,"Miền Trung, đặc biệt là Đà Nẵng và Quảng Nam"
images/banh_canh/image_31.jpg,Bánh canh,Cách nấu,Bạn biết không cách nấu bánh canh như thế nào?,"Chuẩn bị nguyên liệu, nấu nước dùng xương, trộn bột gạo với nước, nấu bánh canh trong nước dùng"
images/banh_canh/image_31.jpg,Bánh canh,Cách ăn,Cách thưởng thức bánh canh như thế nào?,Bánh canh thường được ăn nóng kèm với nước chấm và rau thơm
images/banh_canh/image_32.jpg,Bánh canh,Nguyên liệu,Bánh canh được làm từ nguyên liệu gì?,"Bột gạo, nước dùng xương, rau thơm, gia vị"
images/banh_canh/image_32.jpg,Bánh canh,Nguồn gốc,Bánh canh phổ biến ở vùng miền nào?,"Miền Trung, đặc biệt là Đà Nẵng và Quảng Nam"
images/banh_canh/image_32.jpg,Bánh canh,Cách nấu,Bánh canh được nấu như thế nào?,"Chuẩn bị nguyên liệu, nấu nước dùng xương, trộn bột gạo với nước, nấu bánh canh trong nước dùng"
images/banh_canh/image_32.jpg,Bánh canh,Cách ăn,Bánh canh thường được ăn như thế nào?,"Bánh canh được ăn nóng, kèm nước chấm và rau thơm"
images/banh_canh/image_33.jpg,Bánh canh,Nguyên liệu,Bánh canh được làm từ những nguyên liệu gì?,"Bột gạo, nước dùng xương, rau thơm, gia vị"
images/banh_canh/image_33.jpg,Bánh canh,Nguồn gốc,Bánh canh phổ biến ở vùng miền nào?,"Miền Trung, đặc biệt là Đà Nẵng và Quảng Nam"
images/banh_canh/image_33.jpg,Bánh canh,Cách nấu,Cách nấu bánh canh như thế nào?,"Chuẩn bị nguyên liệu, nấu nước dùng xương, trộn bột gạo với nước để tạo sợi bánh, nấu bánh canh trong nước dùng"
images/banh_canh/image_33.jpg,Bánh canh,Cách ăn,Bánh canh thường được ăn như thế nào?,"Bánh canh thường được ăn nóng, kèm với nước chấm và rau thơm"
images/banh_canh/image_34.jpg,Bánh canh,Nguyên liệu,Bánh canh được làm từ thành phần gì?,"Bột gạo, Nước dùng xương, Rau thơm, Gia vị"
images/banh_canh/image_34.jpg,Bánh canh,Nguồn gốc,Bánh canh phổ biến ở vùng miền nào?,"Miền Trung, đặc biệt là Đà Nẵng và Quảng Nam"
images/banh_canh/image_34.jpg,Bánh canh,Cách nấu,"Bạn biết không, cách nấu bánh canh như thế nào?","Chuẩn bị nguyên liệu, nấu nước dùng xương, trộn bột gạo với nước, nấu bánh canh trong nước dùng"
images/banh_canh/image_34.jpg,Bánh canh,Cách ăn,Bánh canh thường được ăn như thế nào?,"Bánh canh thường được ăn nóng, kèm với nước chấm và rau thơm"
images/banh_canh/image_35.jpg,Bánh canh,Nguyên liệu,Thành phần chính của Bánh canh là gì?,"Bột gạo, nước dùng xương, rau thơm, gia vị"
images/banh_canh/image_35.jpg,Bánh canh,Nguồn gốc,Bánh canh phổ biến ở vùng miền nào?,"Miền Trung, đặc biệt là Đà Nẵng và Quảng Nam"
images/banh_canh/image_35.jpg,Bánh canh,Cách nấu,"Bạn biết không, cách nấu Bánh canh như sau?","Chuẩn bị nguyên liệu, nấu nước dùng xương, trộn bột gạo với nước, nấu bánh canh trong nước dùng"
images/banh_canh/image_35.jpg,Bánh canh,Cách ăn,Cách thưởng thức Bánh canh là gì?,"Ăn nóng, kèm nước chấm và rau thơm"
images/banh_canh/image_36.jpg,Bánh canh,Nguyên liệu,Bánh canh được làm từ nguyên liệu gì?,"Bột gạo, nước dùng xương, rau thơm, gia vị"
images/banh_canh/image_36.jpg,Bánh canh,Nguồn gốc,Bánh canh phổ biến ở vùng miền nào?,"Miền Trung, đặc biệt là Đà Nẵng và Quảng Nam"
images/banh_canh/image_36.jpg,Bánh canh,Cách nấu,Bánh canh được nấu như thế nào?,"Chuẩn bị nguyên liệu, nấu nước dùng xương, trộn bột gạo với nước, nấu bánh canh trong nước dùng"
images/banh_canh/image_36.jpg,Bánh canh,Cách ăn,Bánh canh thường được ăn như thế nào?,Ăn nóng kèm nước chấm và rau thơm
images/banh_canh/image_37.jpg,Bánh canh,Nguyên liệu,Thành phần chính của bánh canh là gì?,"Bột gạo, nước dùng xương, rau thơm, gia vị"
images/banh_canh/image_37.jpg,Bánh canh,Nguồn gốc,Bánh canh phổ biến nhất ở đâu?,"Miền Trung, đặc biệt là Đà Nẵng và Quảng Nam"
images/banh_canh/image_37.jpg,Bánh canh,Cách nấu,"Bạn biết không, quy trình nấu bánh canh như thế nào?","Chuẩn bị nguyên liệu, nấu nước dùng xương, trộn bột gạo với nước, nấu bánh canh trong nước dùng"
images/banh_canh/image_37.jpg,Bánh canh,Cách ăn,Bánh canh thường được thưởng thức như thế nào?,"Ăn nóng, kèm với nước chấm và rau thơm"
images/banh_canh/image_38.jpg,Bánh canh,Nguyên liệu,Bánh canh được làm từ nguyên liệu gì?,"Bột gạo, nước dùng xương, rau thơm, gia vị"
images/banh_canh/image_38.jpg,Bánh canh,Nguồn gốc,Bánh canh phổ biến ở vùng miền nào?,"Miền Trung, đặc biệt là Đà Nẵng và Quảng Nam"
images/banh_canh/image_38.jpg,Bánh canh,Cách nấu,"Bạn biết không, cách nấu bánh canh như thế nào?","Chuẩn bị nguyên liệu, nấu nước dùng xương, trộn bột gạo với nước để tạo sợi bánh, nấu bánh canh trong nước dùng"
images/banh_canh/image_38.jpg,Bánh canh,Cách ăn,"Hãy kể, cách thưởng thức bánh canh như thế nào?","Bánh canh thường được ăn nóng, kèm với nước chấm và rau thơm"
images/banh_canh/image_39.jpg,Bánh canh,Nguyên liệu,Bánh canh được làm từ những nguyên liệu chính nào?,"Bột gạo, nước dùng xương, rau thơm và gia vị"
images/banh_canh/image_39.jpg,Bánh canh,Nguồn gốc,Bánh canh phổ biến ở vùng miền nào?,"Miền Trung, đặc biệt là Đà Nẵng và Quảng Nam"
images/banh_canh/image_39.jpg,Bánh canh,Cách nấu,"Bạn biết không, cách nấu bánh canh rất đơn giản?","Chuẩn bị nguyên liệu, nấu nước dùng xương, trộn bột gạo với nước để tạo sợi bánh, sau đó nấu bánh canh trong nước dùng"
images/banh_canh/image_39.jpg,Bánh canh,Cách ăn,Bánh canh thường được ăn kèm với gì?,"Nước chấm và rau thơm, thường được ăn nóng"
images/banh_canh/image_4.jpg,Bánh canh,Nguyên liệu,Thành phần chính của bánh canh là gì?,"Bột gạo, nước dùng xương, rau thơm và gia vị."
images/banh_canh/image_4.jpg,Bánh canh,Nguồn gốc,Bánh canh phổ biến ở vùng miền nào?,"Miền Trung, đặc biệt là Đà Nẵng và Quảng Nam."
images/banh_canh/image_4.jpg,Bánh canh,Cách nấu,"Bạn biết không, cách làm bánh canh như thế nào?","Trộn bột gạo với nước tạo sợi bánh, nấu nước dùng xương, sau đó nấu bánh canh trong nước dùng."
images/banh_canh/image_4.jpg,Bánh canh,Cách ăn,Cách thưởng thức bánh canh như thế nào?,Bánh canh thường được ăn nóng kèm nước chấm và rau thơm.
images/banh_canh/image_40.jpg,Bánh canh,Nguyên liệu,Thành phần chính của bánh canh là gì?,"Bột gạo, nước dùng xương, rau thơm, gia vị"
images/banh_canh/image_40.jpg,Bánh canh,Nguồn gốc,Bánh canh phổ biến ở đâu?,"Miền Trung, đặc biệt là Đà Nẵng và Quảng Nam"
images/banh_canh/image_40.jpg,Bánh canh,Cách nấu,Hãy kể quy trình nấu bánh canh?,"Chuẩn bị nguyên liệu, nấu nước dùng xương, trộn bột gạo với nước, nấu bánh canh trong nước dùng"
images/banh_canh/image_40.jpg,Bánh canh,Cách ăn,"Bạn biết không, bánh canh thường được ăn như thế nào?","Bánh canh thường được ăn nóng, kèm với nước chấm và rau thơm"
images/banh_canh/image_41.jpg,Bánh canh,Nguyên liệu,Bánh canh được làm từ nguyên liệu gì?,"Bột gạo, nước dùng xương, rau thơm, gia vị"
images/banh_canh/image_41.jpg,Bánh canh,Nguồn gốc,Bánh canh phổ biến ở khu vực nào?,"Miền Trung, đặc biệt là Đà Nẵng và Quảng Nam"
images/banh_canh/image_41.jpg,Bánh canh,Cách nấu,Bánh canh được làm thế nào?,"Chuẩn bị nguyên liệu, nấu nước dùng xương, trộn bột gạo với nước, nấu bánh canh trong nước dùng"
images/banh_canh/image_41.jpg,Bánh canh,Cách ăn,Bánh canh thường được ăn như thế nào?,"Bánh canh thường được ăn nóng, kèm nước chấm và rau thơm"
images/banh_canh/image_5.jpg,Bánh canh,Nguyên liệu,Bánh canh được làm từ nguyên liệu gì?,"Bột gạo, nước dùng xương, rau thơm, gia vị"
images/banh_canh/image_5.jpg,Bánh canh,Nguồn gốc,Bánh canh phổ biến ở vùng miền nào?,"Miền Trung, đặc biệt là Đà Nẵng và Quảng Nam"
images/banh_canh/image_5.jpg,Bánh canh,Cách nấu,"Bạn biết không, cách nấu bánh canh như sau: Chuẩn bị nguyên liệu, nấu nước dùng xương, trộn bột gạo với nước để tạo sợi bánh, nấu bánh canh trong nước dùng.","Chuẩn bị nguyên liệu, nấu nước dùng xương, trộn bột gạo với nước để tạo sợi bánh, nấu bánh canh trong nước dùng."
images/banh_canh/image_5.jpg,Bánh canh,Cách ăn,Bánh canh thường được ăn như thế nào?,"Bánh canh thường được ăn nóng, kèm với nước chấm và rau thơm."
images/banh_canh/image_6.jpg,Bánh canh,Nguyên liệu,Thành phần của bánh canh là gì?,"Bột gạo, nước dùng xương, rau thơm, gia vị"
images/banh_canh/image_6.jpg,Bánh canh,Nguồn gốc,Bánh canh phổ biến ở đâu?,"Miền Trung, đặc biệt là Đà Nẵng và Quảng Nam"
images/banh_canh/image_6.jpg,Bánh canh,Cách nấu,Bạn biết không cách làm bánh canh như thế nào?,"Chuẩn bị nguyên liệu, nấu nước dùng xương, trộn bột gạo với nước, nấu bánh canh trong nước dùng"
images/banh_canh/image_6.jpg,Bánh canh,Cách ăn,Hãy kể cách thưởng thức bánh canh?,Bánh canh thường được ăn nóng kèm với nước chấm và rau thơm
images/banh_canh/image_7.jpg,Bánh canh,Nguyên liệu,Bánh canh được làm từ những thành phần nào?,"Bột gạo, nước dùng xương, rau thơm, gia vị"
images/banh_canh/image_7.jpg,Bánh canh,Nguồn gốc,Bánh canh phổ biến ở đâu?,"Miền Trung, đặc biệt là Đà Nẵng và Quảng Nam"
images/banh_canh/image_7.jpg,Bánh canh,Cách nấu,"Bạn biết không, cách nấu bánh canh như thế nào?","Chuẩn bị nguyên liệu, nấu nước dùng xương, trộn bột gạo với nước, nấu bánh canh trong nước dùng"
images/banh_canh/image_7.jpg,Bánh canh,Cách ăn,Bánh canh thường được ăn như thế nào?,"Bánh canh thường được ăn nóng, kèm với nước chấm và rau thơm"
images/banh_canh/image_8.jpg,Bánh canh,Nguyên liệu,Thành phần chính của bánh canh là gì?,"Bột gạo, nước dùng xương, rau thơm, gia vị"
images/banh_canh/image_8.jpg,Bánh canh,Nguồn gốc,Bánh canh phổ biến ở đâu?,"Miền Trung, đặc biệt là Đà Nẵng và Quảng Nam"
images/banh_canh/image_8.jpg,Bánh canh,Cách nấu,"Bạn biết không, cách nấu bánh canh như thế nào?","Chuẩn bị nguyên liệu, nấu nước dùng xương, trộn bột gạo với nước, nấu bánh canh trong nước dùng"
images/banh_canh/image_8.jpg,Bánh canh,Cách ăn,Bạn thường ăn bánh canh như thế nào?,"Ăn nóng, kèm nước chấm và rau thơm"
images/banh_canh/image_9.jpg,Bánh canh,Nguyên liệu,Bánh canh được làm từ những nguyên liệu chính nào?,"Bột gạo, Nước dùng xương, Rau thơm, Gia vị"
images/banh_canh/image_9.jpg,Bánh canh,Nguồn gốc,Bánh canh phổ biến ở vùng miền nào?,"Miền Trung, đặc biệt là Đà Nẵng và Quảng Nam"
images/banh_canh/image_9.jpg,Bánh canh,Cách nấu,"Bạn biết không, cách nấu bánh canh như thế nào?","Chuẩn bị nguyên liệu, nấu nước dùng xương, trộn bột gạo với nước, nấu bánh canh trong nước dùng"
images/banh_canh/image_9.jpg,Bánh canh,Cách ăn,Bánh canh thường được ăn như thế nào?,"Bánh canh thường được ăn nóng, kèm với nước chấm và rau thơm"
images/banh_da_cua/image_25.jpg,Bánh đa cua,Nguyên liệu,Bánh đa cua có thành phần gì?,"Bánh đa đỏ, cua đồng, gạch cua, xương ống heo, chả lá lốt, chả vàng, tôm nõn, bề bề, mỡ phần, hành khô, mắm tôm, rau ăn kèm, gia vị."
images/banh_da_cua/image_25.jpg,Bánh đa cua,Nguồn gốc,Bánh đa cua xuất phát từ đâu?,"Hải Phòng, Miền Bắc."
images/banh_da_cua/image_25.jpg,Bánh đa cua,Cách ăn,Bạn thưởng thức bánh đa cua như thế nào?,"Thưởng thức nóng, kèm với rau sống. Có thể thêm một ít mắm tôm và dấm bỗng để tăng hương vị đậm đà."
images/banh_da_cua/image_26.jpg,Bánh đa cua,Nguyên liệu,Bánh đa cua được làm từ nguyên liệu nào?,"Bánh đa đỏ, cua đồng, gạch cua, xương ống heo, chả lá lốt, chả vàng, tôm nõn, bề bề, mỡ phần, hành khô, mắm tôm"
images/banh_da_cua/image_26.jpg,Bánh đa cua,Nguồn gốc,Bánh đa cua có nguồn gốc từ đâu?,"Hải Phòng, miền Bắc"
images/banh_da_cua/image_26.jpg,Bánh đa cua,Cách nấu,Bạn biết không cách nấu bánh đa cua như thế nào?,"Sơ chế cua đồng, chưng gạch cua, ninh xương heo, chuẩn bị topping, chần rau và bánh đa, chan nước dùng riêu cua"
images/banh_da_cua/image_26.jpg,Bánh đa cua,Cách ăn,Thưởng thức bánh đa cua như thế nào?,"Nóng, kèm rau sống, có thể thêm mắm tôm và dấm bỗng"
images/banh_da_cua/image_27.jpg,Bánh đa cua,Nguyên liệu,Thành phần chính của Bánh đa cua là gì?,"Bánh đa đỏ, cua đồng, gạch cua, xương ống heo và các nguyên liệu khác."
images/banh_da_cua/image_27.jpg,Bánh đa cua,Nguồn gốc,Bánh đa cua có nguồn gốc từ đâu?,"Hải Phòng, miền Bắc."
images/banh_da_cua/image_27.jpg,Bánh đa cua,Cách nấu,"Bạn biết không, cách nấu Bánh đa cua phức tạp như thế nào?","Sơ chế cua đồng, chưng gạch cua, ninh xương heo, chuẩn bị topping và chần rau muống, bánh đa đỏ."
images/banh_da_cua/image_27.jpg,Bánh đa cua,Cách ăn,Có phải Bánh đa cua được thưởng thức nóng kèm với rau sống?,"Đúng vậy, kèm với rau sống và có thể thêm mắm tôm, dấm bỗng để tăng hương vị."
images/banh_da_cua/image_28.jpg,Bánh đa cua,Nguyên liệu,Bánh đa cua được làm từ thành phần gì?,"Bánh đa đỏ, cua đồng, gạch cua, xương ống heo, chả lá lốt, chả vàng, tôm nõn hoặc bề bề, mỡ phần, hành khô, mắm tôm, rau ăn kèm và gia vị."
images/banh_da_cua/image_28.jpg,Bánh đa cua,Nguồn gốc,Bánh đa cua có nguồn gốc từ đâu?,"Hải Phòng, Miền Bắc."
images/banh_da_cua/image_28.jpg,Bánh đa cua,Cách nấu,"Bạn biết không, cách nấu bánh đa cua phức tạp như thế nào?","Sơ chế cua đồng, chưng gạch cua, ninh xương heo, hòa nước cốt cua vào nước dùng, chuẩn bị topping và chần rau muống/bánh đa đỏ."
images/banh_da_cua/image_28.jpg,Bánh đa cua,Cách ăn,Bạn có thể thưởng thức bánh đa cua theo cách nào?,"Thưởng thức nóng, kèm với rau sống và thêm mắm tôm, dấm bỗng để tăng hương vị đậm đà."
images/banh_da_cua/image_29.jpg,Bánh đa cua,Nguyên liệu,Bánh đa cua bao gồm những thành phần chính nào?,"Bánh đa đỏ, cua đồng, gạch cua, xương ống heo, chả lá lốt, chả vàng, tôm nõn hoặc bề bề, mỡ phần, hành khô, mắm tôm, rau ăn kèm, gia vị."
images/banh_da_cua/image_29.jpg,Bánh đa cua,Nguồn gốc,Bánh đa cua có nguồn gốc từ vùng miền nào?,"Hải Phòng, Miền Bắc."
images/banh_da_cua/image_29.jpg,Bánh đa cua,Cách nấu,Bánh đa cua được nấu theo quy trình như thế nào?,"Sơ chế cua đồng, lọc lấy nước cốt, chưng gạch cua, ninh xương heo, hòa nước cốt cua vào nước dùng, chuẩn bị topping, chần rau và bánh đa, xếp topping lên bánh đa, chan nước dùng riêu cua."
images/banh_da_cua/image_29.jpg,Bánh đa cua,Cách ăn,Cách thưởng thức bánh đa cua như thế nào?,"Thưởng thức nóng, kèm rau sống, có thể thêm mắm tôm và dấm bỗng để tăng hương vị."
images/banh_da_cua/image_3.jpg,Bánh đa cua,Nguyên liệu,Thành phần chính của Bánh đa cua là gì?,"Bánh đa đỏ, cua đồng, gạch cua, xương ống heo và các loại gia vị khác."
images/banh_da_cua/image_3.jpg,Bánh đa cua,Nguồn gốc,Bánh đa cua có nguồn gốc từ vùng miền nào?,"Hải Phòng, Miền Bắc."
images/banh_da_cua/image_3.jpg,Bánh đa cua,Cách nấu,Hãy kể quy trình nấu Bánh đa cua?,"Sơ chế cua đồng, lọc lấy nước cốt, chưng gạch cua, ninh xương heo, hòa nước cốt cua vào nước dùng, chuẩn bị topping, chần rau và bánh đa."
images/banh_da_cua/image_3.jpg,Bánh đa cua,Cách ăn,"Bạn biết không, cách thưởng thức Bánh đa cua như thế nào?","Thưởng thức nóng kèm với rau sống và thêm mắm tôm, dấm bỗng để tăng hương vị đậm đà."
