Image_Path,Food_Name,Question_Group,Question,Answer
images/banh_canh/image_28.jpg,Bánh canh,Màu sắc,Màu bánh là gì?,Trắng
images/banh_canh/image_28.jpg,Bánh canh,Màu sắc,Màu cua là gì?,Cam đỏ
images/banh_canh/image_28.jpg,Bánh canh,Màu sắc,Màu hành ngò là gì?,Xanh
images/banh_canh/image_28.jpg,Bánh canh,Vị trí / Hành động,Vị trí con cua?,Ở giữa
images/banh_canh/image_28.jpg,Bánh canh,Số lượng/Hình dáng,Hình dạng tô là gì?,Tròn
images/banh_canh/image_29.jpg,Bánh canh,Màu sắc,Màu bánh mì là gì?,Vàng
images/banh_canh/image_29.jpg,Bánh canh,Màu sắc,Màu hành là gì?,Xanh
images/banh_canh/image_29.jpg,Bánh canh,Vị trí / Hành động,Bánh mì ở đâu?,Bên phải
images/banh_canh/image_3.jpg,Bánh canh,Màu sắc,Màu của hành phi?,Vàng
images/banh_canh/image_3.jpg,Bánh canh,Màu sắc,Màu của ớt?,Đỏ
images/banh_canh/image_3.jpg,Bánh canh,Số lượng/Hình dáng,Hình dạng của bát bánh canh?,Tròn
images/banh_canh/image_3.jpg,Bánh canh,Vị trí / Hành động,Vị trí của đĩa ớt?,Bên trái
images/banh_canh/image_3.jpg,Bánh canh,Số lượng/Hình dáng,Số bát gia vị?,Hai
images/banh_canh/image_30.jpg,Bánh canh,Màu sắc,Màu bánh?,Trắng
images/banh_canh/image_30.jpg,Bánh canh,Màu sắc,Màu thịt?,Nâu xám
images/banh_canh/image_30.jpg,Bánh canh,Màu sắc,Màu hành ngò?,Xanh
images/banh_canh/image_30.jpg,Bánh canh,Hình dáng,Hình dạng sợi bánh?,Tròn
images/banh_canh/image_30.jpg,Bánh canh,Vị trí / Hành động,Vị trí sợi bánh?,Bên phải
images/banh_canh/image_30.jpg,Bánh canh,Vị trí / Hành động,Vị trí thịt?,Ở giữa
images/banh_canh/image_30.jpg,Bánh canh,Vị trí / Hành động,Vị trí gan?,Phía dưới
images/banh_canh/image_30.jpg,Bánh canh,Vị trí / Hành động,Hành động với hành ngò?,Rắc
images/banh_canh/image_31.jpg,Bánh canh,Màu sắc,Màu nước dùng là gì?,Vàng cam
images/banh_canh/image_31.jpg,Bánh canh,Màu sắc,Màu hành phi là gì?,Nâu đỏ
images/banh_canh/image_31.jpg,Bánh canh,Vị trí / Hành động,Hành phi và hành lá ở đâu?,Phía trên
images/banh_canh/image_32.jpg,Bánh canh,Màu sắc,Màu của thịt gà là gì?,Vàng
images/banh_canh/image_32.jpg,Bánh canh,Màu sắc,Màu của hành ngò là gì?,Xanh
images/banh_canh/image_32.jpg,Bánh canh,Vị trí / Hành động,Tiêu đen được rắc ở đâu?,Trên mặt
images/banh_canh/image_33.jpg,Bánh canh,Màu sắc,Màu của giò heo là gì?,Nâu
images/banh_canh/image_33.jpg,Bánh canh,Màu sắc,Màu của tôm là gì?,Hồng
images/banh_canh/image_33.jpg,Bánh canh,Màu sắc,Màu của huyết là gì?,Sẫm
images/banh_canh/image_33.jpg,Bánh canh,Màu sắc,Màu của chả là gì?,Vàng
images/banh_canh/image_33.jpg,Bánh canh,Màu sắc,Màu của hành là gì?,Xanh
images/banh_canh/image_33.jpg,Bánh canh,Màu sắc,Màu của nước dùng là gì?,Cam
images/banh_canh/image_33.jpg,Bánh canh,Màu sắc,Màu của sợi bánh là gì?,Trắng
images/banh_canh/image_33.jpg,Bánh canh,Vị trí / Hành động,Vị trí của giò heo là gì?,Giữa
images/banh_canh/image_33.jpg,Bánh canh,Vị trí / Hành động,Vị trí của hành là gì?,Nổi
images/banh_da_cua/image_4.jpg,Bánh đa cua,Màu sắc,Màu của rau?,Xanh
images/banh_da_cua/image_4.jpg,Bánh đa cua,Màu sắc,Màu của gạch?,Cam
images/banh_da_cua/image_4.jpg,Bánh đa cua,Màu sắc,Màu của hành phi?,Nâu
images/banh_da_cua/image_4.jpg,Bánh đa cua,Vị trí / Hành động,Vị trí của rau xanh?,Góc trái
images/banh_da_cua/image_4.jpg,Bánh đa cua,Vị trí / Hành động,Hành động với hành phi?,Rắc
images/banh_da_cua/image_40.jpg,Bánh đa cua,Màu sắc,Màu bánh đa là gì?,Đỏ
images/banh_da_cua/image_40.jpg,Bánh đa cua,Màu sắc,Màu hành phi là gì?,Vàng
images/banh_da_cua/image_40.jpg,Bánh đa cua,Số lượng/Hình dáng,Hình dạng chả là gì?,Tròn
images/banh_da_cua/image_40.jpg,Bánh đa cua,Số lượng/Hình dáng,Hình dạng bánh đa là gì?,Dẹt
images/banh_da_cua/image_40.jpg,Bánh đa cua,Vị trí / Hành động,Bánh đa được đặt như thế nào?,Cuộn trên đũa
images/banh_da_cua/image_40.jpg,Bánh đa cua,Vị trí / Hành động,Vị trí của hành phi?,Nổi trên mặt
images/banh_da_cua/image_41.jpg,Bánh đa cua,Màu sắc,Màu của quẩy là gì?,Vàng
images/banh_da_cua/image_41.jpg,Bánh đa cua,Màu sắc,Màu của chả lá lốt là gì?,Đen
images/banh_da_cua/image_41.jpg,Bánh đa cua,Vị trí / Hành động,Vị trí của quẩy?,Bên trái
images/banh_da_cua/image_41.jpg,Bánh đa cua,Màu sắc,Màu của tôm là gì?,Cam
images/banh_da_cua/image_41.jpg,Bánh đa cua,Màu sắc,Màu của quất là gì?,Xanh
images/banh_da_cua/image_41.jpg,Bánh đa cua,Vị trí / Hành động,Vị trí của bát bánh đa?,Ở giữa
images/banh_da_cua/image_43.jpg,Bánh đa cua,Màu sắc,Màu của tôm là gì?,Hồng
images/banh_da_cua/image_43.jpg,Bánh đa cua,Màu sắc,Màu của riêu là gì?,Nâu
images/banh_da_cua/image_43.jpg,Bánh đa cua,Màu sắc,Màu của chả lá lốt là gì?,Đen
images/banh_da_cua/image_43.jpg,Bánh đa cua,Màu sắc,Màu của rau là gì?,Xanh
images/banh_da_cua/image_43.jpg,Bánh đa cua,Vị trí / Hành động,Đĩa rau sống ở đâu?,Bên trái
images/banh_da_cua/image_43.jpg,Bánh đa cua,Vị trí / Hành động,Nước chấm ở đâu?,Phía trên
images/banh_da_cua/image_44.jpg,Bánh đa cua,Màu sắc,Màu bánh đa là gì?,Nâu
images/banh_da_cua/image_44.jpg,Bánh đa cua,Màu sắc,Màu chả lá lốt là gì?,Đen
images/banh_da_cua/image_44.jpg,Bánh đa cua,Màu sắc,Màu cà chua là gì?,Đỏ
images/banh_da_cua/image_44.jpg,Bánh đa cua,Màu sắc,Màu hành phi là gì?,Vàng
images/banh_da_cua/image_44.jpg,Bánh đa cua,Vị trí / Hành động,Vị trí của chả lá lốt?,Giữa
images/banh_da_cua/image_44.jpg,Bánh đa cua,Vị trí / Hành động,Vị trí của mọc?,Bên trái
images/banh_da_cua/image_44.jpg,Bánh đa cua,Vị trí / Hành động,Vị trí của cà chua?,Bên phải
images/banh_da_cua/image_44.jpg,Bánh đa cua,Vị trí / Hành động,Hành động với hành phi?,Rắc
images/banh_canh/image_34.jpg,Bánh canh,Màu sắc,Màu của nước dùng là gì?,Cam
images/banh_canh/image_34.jpg,Bánh canh,Màu sắc,Màu của sợi bánh canh là gì?,Trắng
images/banh_canh/image_34.jpg,Bánh canh,Màu sắc,Màu của tôm là gì?,Đỏ
images/banh_canh/image_34.jpg,Bánh canh,Màu sắc,Màu của chả cá là gì?,Nâu
images/banh_canh/image_34.jpg,Bánh canh,Màu sắc,Màu của cá là gì?,Trắng
images/banh_canh/image_34.jpg,Bánh canh,Màu sắc,Màu của cà rốt là gì?,Cam
images/banh_canh/image_34.jpg,Bánh canh,Màu sắc,Màu của hành ngò là gì?,Xanh
images/banh_canh/image_34.jpg,Bánh canh,Vị trí / Hành động,Vị trí của chả cá?,Trái
images/banh_canh/image_34.jpg,Bánh canh,Vị trí / Hành động,Vị trí của cà rốt?,Phải
images/banh_canh/image_34.jpg,Bánh canh,Vị trí / Hành động,Vị trí của cá?,Trên
images/banh_canh/image_35.jpg,Bánh canh,Màu sắc,Màu của sợi là gì?,Trắng
images/banh_canh/image_35.jpg,Bánh canh,Màu sắc,Màu của ớt là gì?,Đỏ
images/banh_canh/image_35.jpg,Bánh canh,Vị trí / Hành động,Thìa được đặt ở đâu?,Cạnh bát
images/banh_canh/image_35.jpg,Bánh canh,Màu sắc,Màu của xương là gì?,Xám
images/banh_canh/image_35.jpg,Bánh canh,Màu sắc,Màu của hành phi là gì?,Vàng
images/banh_canh/image_35.jpg,Bánh canh,Màu sắc,Màu của hoa văn trên bát là gì?,Xanh
images/banh_canh/image_35.jpg,Bánh canh,Vị trí / Hành động,Ớt và hành phi được đặt ở đâu?,Phía trên
images/banh_canh/image_36.jpg,Bánh canh,Màu sắc,Màu nước dùng là gì?,Đỏ cam
images/banh_canh/image_36.jpg,Bánh canh,Màu sắc,Màu hành phi là gì?,Nâu
images/banh_canh/image_36.jpg,Bánh canh,Vị trí / Hành động,Thịt cua ở vị trí nào?,Chính giữa
images/banh_canh/image_36.jpg,Bánh canh,Vị trí / Hành động,Hành phi được rắc ở đâu?,Xung quanh
images/banh_canh/image_37.jpg,Bánh canh,Màu sắc,Màu bánh canh là gì?,Trắng
images/banh_canh/image_37.jpg,Bánh canh,Vị trí / Hành động,Chén nước chấm ở đâu?,Cạnh
images/banh_canh/image_37.jpg,Bánh canh,Màu sắc,Màu hành ngò là gì?,Xanh
images/banh_canh/image_38.jpg,Bánh canh,Màu sắc,Màu của sợi bánh?,Trắng
images/banh_canh/image_38.jpg,Bánh canh,Màu sắc,Màu của khối tiết?,Tím sẫm
images/banh_canh/image_38.jpg,Bánh canh,Màu sắc,Màu của hành lá?,Xanh
images/banh_canh/image_38.jpg,Bánh canh,Vị trí / Hành động,Hành lá được rắc ở đâu?,Một góc
images/banh_canh/image_39.jpg,Bánh canh,Màu sắc,Màu của sườn heo là gì?,Nâu
images/banh_canh/image_39.jpg,Bánh canh,Màu sắc,Màu của cà rốt là gì?,Cam
images/banh_canh/image_39.jpg,Bánh canh,Vị trí / Hành động,Sườn heo ở vị trí nào?,Bên trái
images/banh_canh/image_39.jpg,Bánh canh,Màu sắc,Màu của rau mùi là gì?,Xanh
images/banh_canh/image_39.jpg,Bánh canh,Vị trí / Hành động,Vị trí của lát chanh?,Trên cùng
images/banh_canh/image_4.jpg,Bánh canh,Màu sắc,Màu nước là gì?,Vàng
images/banh_canh/image_4.jpg,Bánh canh,Màu sắc,Màu của chén mắm ớt là gì?,Đỏ
images/banh_canh/image_4.jpg,Bánh canh,Số lượng/Hình dáng,Hình dạng của tô bánh canh là gì?,Tròn
images/banh_canh/image_4.jpg,Bánh canh,Số lượng/Hình dáng,Số lượng tô bánh canh là bao nhiêu?,Hai
images/banh_canh/image_4.jpg,Bánh canh,Vị trí / Hành động,Vị trí của các món ăn?,Trên bàn gỗ
images/banh_canh/image_40.jpg,Bánh canh,Màu sắc,Màu của bánh canh là gì?,Trắng
images/banh_canh/image_40.jpg,Bánh canh,Màu sắc,Màu của hành là gì?,Xanh
images/banh_canh/image_40.jpg,Bánh canh,Màu sắc,Màu của ớt là gì?,Đỏ
images/banh_canh/image_40.jpg,Bánh canh,Vị trí / Hành động,Đĩa chanh và chén nước mắm ở đâu?,Phía sau
images/banh_canh/image_40.jpg,Bánh canh,Màu sắc,Màu của nước mắm là gì?,Cam
images/banh_canh/image_40.jpg,Bánh canh,Vị trí / Hành động,Tô bánh canh ở trên gì?,Bàn trắng
images/banh_canh/image_41.jpg,Bánh canh,Màu sắc,Màu nước dùng là gì?,Cam
images/banh_canh/image_41.jpg,Bánh canh,Số lượng/Hình dáng,Hình dạng chả là gì?,Tròn
images/banh_canh/image_41.jpg,Bánh canh,Vị trí / Hành động,Vị trí trứng cút?,Bên trái
images/banh_canh/image_5.jpg,Bánh canh,Màu sắc,Màu của bánh canh là gì?,Trắng
images/banh_canh/image_5.jpg,Bánh canh,Màu sắc,Màu của cá là gì?,Nâu
images/banh_canh/image_5.jpg,Bánh canh,Số lượng/Hình dáng,Số bát bánh canh là bao nhiêu?,Hai
images/banh_canh/image_5.jpg,Bánh canh,Màu sắc,Màu của hành lá là gì?,Xanh
images/banh_canh/image_5.jpg,Bánh canh,Vị trí / Hành động,Bát bánh canh được đặt ở đâu?,Trên bàn
images/banh_canh/image_6.jpg,Bánh canh,Màu sắc,Màu của hành phi là gì?,Vàng
images/banh_canh/image_6.jpg,Bánh canh,Màu sắc,Màu của thịt là gì?,Hồng
images/banh_canh/image_6.jpg,Bánh canh,Màu sắc,Màu của hành là gì?,Xanh
images/banh_canh/image_6.jpg,Bánh canh,Màu sắc,Màu của nước mắm là gì?,Đỏ
images/banh_canh/image_6.jpg,Bánh canh,Vị trí / Hành động,Vị trí của rau sống và giá?,Cạnh bên
images/banh_canh/image_6.jpg,Bánh canh,Số lượng/Hình dáng,Hình dạng của tô đựng bánh canh?,Tròn
images/banh_canh/image_7.jpg,Bánh canh,Màu sắc,Màu của bánh canh là gì?,Trắng
images/banh_canh/image_7.jpg,Bánh canh,Màu sắc,Màu của nước chấm là gì?,Nâu
images/banh_canh/image_7.jpg,Bánh canh,Màu sắc,Màu của rau là gì?,Xanh
images/banh_canh/image_7.jpg,Bánh canh,Số lượng/Hình dáng,Hình dạng của tô đựng bánh canh là gì?,Tròn
images/banh_canh/image_7.jpg,Bánh canh,Vị trí / Hành động,Vị trí của đĩa rau so với tô bánh canh?,Cạnh đó
images/banh_canh/image_8.jpg,Bánh canh,Màu sắc,Màu của hành là gì?,Xanh
images/banh_canh/image_8.jpg,Bánh canh,Màu sắc,Màu của ớt là gì?,Đỏ
images/banh_canh/image_8.jpg,Bánh canh,Màu sắc,Màu của gan là gì?,Nâu
images/banh_canh/image_8.jpg,Bánh canh,Màu sắc,Màu của nước chấm là gì?,Cam đỏ
images/banh_canh/image_8.jpg,Bánh canh,Số lượng/Hình dáng,Hình dạng của bát là gì?,Tròn
images/banh_canh/image_8.jpg,Bánh canh,Vị trí / Hành động,Vị trí của chén nước chấm là đâu?,Bên phải
images/banh_canh/image_9.jpg,Bánh canh,Màu sắc,Màu của bánh canh?,Trắng
images/banh_canh/image_9.jpg,Bánh canh,Màu sắc,Màu của nước?,Vàng
images/banh_canh/image_9.jpg,Bánh canh,Màu sắc,Màu của chả cá?,Nâu
images/banh_canh/image_9.jpg,Bánh canh,Màu sắc,Màu của hành tây?,Trắng
images/banh_canh/image_9.jpg,Bánh canh,Màu sắc,Màu của hành lá?,Xanh
images/banh_canh/image_9.jpg,Bánh canh,Màu sắc,Màu của ớt?,Đỏ
images/banh_canh/image_9.jpg,Bánh canh,Hình dáng,Hình dạng của sợi bánh canh?,Tròn
images/banh_canh/image_9.jpg,Bánh canh,Vị trí / Hành động,Vị trí của ớt?,Giữa
images/banh_da_cua/image_25.jpg,Bánh đa cua,Màu sắc,Màu bánh đa là gì?,Đỏ
images/banh_da_cua/image_25.jpg,Bánh đa cua,Màu sắc,Màu chả lá lốt là gì?,Xanh
images/banh_da_cua/image_25.jpg,Bánh đa cua,Vị trí / Hành động,Thịt nằm ở đâu?,Bên trái
images/banh_da_cua/image_25.jpg,Bánh đa cua,Vị trí / Hành action,Cà chua nằm ở đâu?,Dưới
images/banh_da_cua/image_25.jpg,Bánh đa cua,Vị trí / Hành động,Hành lá nằm ở đâu?,Giữa
images/banh_da_cua/image_26.jpg,Bánh đa cua,Màu sắc,Màu bánh đa là gì?,Đỏ
images/banh_da_cua/image_26.jpg,Bánh đa cua,Màu sắc,Màu chả là gì?,Vàng
images/banh_da_cua/image_26.jpg,Bánh đa cua,Vị trí / Hành động,Vị trí của tôm cam?,Ở giữa
images/banh_da_cua/image_26.jpg,Bánh đa cua,Số lượng/Hình dáng,Hình dạng của bánh đa?,Dẹt
images/banh_da_cua/image_27.jpg,Bánh đa cua,Màu sắc,Màu của tôm là gì?,Hồng
images/banh_da_cua/image_27.jpg,Bánh đa cua,Hình dáng,Hình dáng của sợi bánh đa là gì?,Dẹt
images/banh_da_cua/image_27.jpg,Bánh đa cua,Vị trí / Hành động,Đũa đang làm gì?,Gắp
images/banh_da_cua/image_27.jpg,Bánh đa cua,Màu sắc,Màu của bánh đa là gì?,Nâu
images/banh_da_cua/image_27.jpg,Bánh đa cua,Vị trí,"Vị trí của tôm, chả, rau xanh, hành phi và ớt đỏ?",Trong bát
images/banh_da_cua/image_28.jpg,Bánh đa cua,Màu sắc,Màu của riêu cua là gì?,Nâu sẫm
images/banh_da_cua/image_28.jpg,Bánh đa cua,Màu sắc,Màu của tôm là gì?,Cam
images/banh_da_cua/image_28.jpg,Bánh đa cua,Vị trí / Hành động,Vị trí của tôm?,Ở giữa
images/banh_da_cua/image_28.jpg,Bánh đa cua,Vị trí / Hành động,Hành lá được đặt ở đâu?,Trên mặt
images/banh_da_cua/image_29.jpg,Bánh đa cua,Màu sắc,Màu của bánh đa cua là gì?,Trắng
images/banh_da_cua/image_29.jpg,Bánh đa cua,Màu sắc,Màu của tôm là gì?,Hồng
images/banh_da_cua/image_29.jpg,Bánh đa cua,Màu sắc,Màu của riêu là gì?,Đỏ
images/banh_da_cua/image_29.jpg,Bánh đa cua,Màu sắc,Màu của chả là gì?,Đen
images/banh_da_cua/image_29.jpg,Bánh đa cua,Màu sắc,Màu của rau là gì?,Xanh
images/banh_da_cua/image_29.jpg,Bánh đa cua,Vị trí / Hành động,Vị trí của rau sống là gì?,Bên trái
images/banh_da_cua/image_29.jpg,Bánh đa cua,Vị trí / Hành động,Vị trí của gia vị là gì?,Phía trên
images/banh_da_cua/image_29.jpg,Bánh đa cua,Vị trí / Hành động,"Vị trí của tôm, rau xanh, riêu đỏ, chả đen là gì?",Giữa
images/banh_da_cua/image_3.jpg,Bánh đa cua,Màu sắc,Màu bánh đa là gì?,Đỏ
images/banh_da_cua/image_3.jpg,Bánh đa cua,Màu sắc,Màu riêu cua là gì?,Nâu
images/banh_da_cua/image_3.jpg,Bánh đa cua,Màu sắc,Màu mắm tôm là gì?,Tím
images/banh_da_cua/image_3.jpg,Bánh đa cua,Màu sắc,Màu rau sống là gì?,Xanh
images/banh_da_cua/image_3.jpg,Bánh đa cua,Vị trí / Hành động,Vị trí giỏ rau sống?,Cạnh
images/banh_da_cua/image_30.jpg,Bánh đa cua,Màu sắc,Màu của hành phi là gì?,Vàng
images/banh_da_cua/image_30.jpg,Bánh đa cua,Số lượng/Hình dáng,Hình dạng của mọc là gì?,Tròn
images/banh_da_cua/image_30.jpg,Bánh đa cua,Vị trí / Hành động,Vị trí của quẩy vàng là đâu?,Bên trái
images/banh_da_cua/image_30.jpg,Bánh đa cua,Màu sắc,Màu của rổ rau là gì?,Xanh
images/banh_da_cua/image_30.jpg,Bánh đa cua,Vị trí / Hành động,Vị trí của cốc nước là đâu?,Bên phải
images/banh_da_cua/image_31.jpg,Bánh đa cua,Màu sắc,Màu của bề bề là gì?,Nâu
images/banh_da_cua/image_31.jpg,Bánh đa cua,Màu sắc,Màu của chả cá là gì?,Vàng
images/banh_da_cua/image_31.jpg,Bánh đa cua,Màu sắc,Màu của hành ngò là gì?,Xanh
images/banh_da_cua/image_31.jpg,Bánh đa cua,Hình dáng,Hình dáng của chả cá là gì?,Dẹt
images/banh_da_cua/image_31.jpg,Bánh đa cua,Vị trí / Hành động,Vị trí của mọc trắng và hành ngò?,Nổi trên
images/banh_da_cua/image_32.jpg,Bánh đa cua,Màu sắc,Màu bánh đa là gì?,Nâu cánh gián
images/banh_da_cua/image_32.jpg,Bánh đa cua,Hình dáng,Hình dạng sợi bánh đa?,Dẹt
images/banh_da_cua/image_32.jpg,Bánh đa cua,Vị trí / Hành động,Bánh đa được đặt ở đâu?,Chính giữa đĩa
images/banh_da_cua/image_33.jpg,Bánh đa cua,Màu sắc,Màu nem vuông là gì?,Vàng
images/banh_da_cua/image_33.jpg,Bánh đa cua,Màu sắc,Màu xà lách là gì?,Xanh
images/banh_da_cua/image_33.jpg,Bánh đa cua,Vị trí / Hành động,Vị trí của rau mùi?,Trung tâm
images/banh_da_cua/image_33.jpg,Bánh đa cua,Màu sắc,Màu nước chấm là gì?,Cam
images/banh_da_cua/image_34.jpg,Bánh đa cua,Màu sắc,Màu của nem là gì?,Vàng
images/banh_da_cua/image_34.jpg,Bánh đa cua,Màu sắc,Màu của xà lách là gì?,Xanh
images/banh_da_cua/image_34.jpg,Bánh đa cua,Vị trí / Hành động,Vị trí của bát nước chấm?,Ở giữa
images/banh_da_cua/image_34.jpg,Bánh đa cua,Số lượng/Hình dáng,Hình dạng của miếng nem?,Vuông
images/banh_da_cua/image_35.jpg,Bánh đa cua,Màu sắc,Màu của rau muống là gì?,Xanh
images/banh_da_cua/image_35.jpg,Bánh đa cua,Màu sắc,Màu của nước dùng là gì?,Nâu đậm
images/banh_da_cua/image_35.jpg,Bánh đa cua,Vị trí / Hành động,Đũa đang làm gì?,Gắp
images/banh_da_cua/image_35.jpg,Bánh đa cua,Vị trí / Hành động,Vị trí của bát nước dùng?,Giữa bàn
images/banh_da_cua/image_36.jpg,Bánh đa cua,Màu sắc,Màu của bánh đa?,Đỏ
images/banh_da_cua/image_36.jpg,Bánh đa cua,Màu sắc,Màu của tôm?,Cam
images/banh_da_cua/image_36.jpg,Bánh đa cua,Màu sắc,Màu của chả lá lốt?,Xanh
images/banh_da_cua/image_36.jpg,Bánh đa cua,Màu sắc,Màu của chả cá?,Vàng
images/banh_da_cua/image_36.jpg,Bánh đa cua,Màu sắc,Màu của gạch cua?,Đỏ tươi
images/banh_da_cua/image_36.jpg,Bánh đa cua,Màu sắc,Màu của riêu cua?,Nâu
images/banh_da_cua/image_36.jpg,Bánh đa cua,Vị trí / Hành động,Vị trí của bánh đa?,Trên
images/banh_da_cua/image_36.jpg,Bánh đa cua,Vị trí / Hành động,Vị trí của tôm?,Dưới
images/banh_da_cua/image_36.jpg,Bánh đa cua,Vị trí / Hành động,Vị trí của chả cá?,Trái
